"orderid","productid","unitprice","quantity","discount"
10779,62,"49.30000",20,"0.00000"
10780,70,"15.00000",35,"0.00000"
10780,77,"13.00000",15,"0.00000"
10781,54,"7.45000",3,"0.20000"
10781,56,"38.00000",20,"0.20000"
10781,74,"10.00000",35,"0.00000"
10782,31,"12.50000",1,"0.00000"
10783,31,"12.50000",10,"0.00000"
10783,38,"263.50000",5,"0.00000"
10784,36,"19.00000",30,"0.00000"
10784,39,"18.00000",2,"0.15000"
10784,72,"34.80000",30,"0.15000"
10785,10,"31.00000",10,"0.00000"
10785,75,"7.75000",10,"0.00000"
10786,8,"40.00000",30,"0.20000"
10786,30,"25.89000",15,"0.20000"
10786,75,"7.75000",42,"0.20000"
10787,2,"19.00000",15,"0.05000"
10787,29,"123.79000",20,"0.05000"
10788,19,"9.20000",50,"0.05000"
10788,75,"7.75000",40,"0.05000"
10789,18,"62.50000",30,"0.00000"
10789,35,"18.00000",15,"0.00000"
10789,63,"43.90000",30,"0.00000"
10789,68,"12.50000",18,"0.00000"
10790,7,"30.00000",3,"0.15000"
10790,56,"38.00000",20,"0.15000"
10791,29,"123.79000",14,"0.05000"
10791,41,"9.65000",20,"0.05000"
10792,2,"19.00000",10,"0.00000"
10792,54,"7.45000",3,"0.00000"
10792,68,"12.50000",15,"0.00000"
10793,41,"9.65000",14,"0.00000"
10793,52,"7.00000",8,"0.00000"
10794,14,"23.25000",15,"0.20000"
10794,54,"7.45000",6,"0.20000"
10795,16,"17.45000",65,"0.00000"
10795,17,"39.00000",35,"0.25000"
10796,26,"31.23000",21,"0.20000"
10796,44,"19.45000",10,"0.00000"
10796,64,"33.25000",35,"0.20000"
10796,69,"36.00000",24,"0.20000"
10797,11,"21.00000",20,"0.00000"
10798,62,"49.30000",2,"0.00000"
10798,72,"34.80000",10,"0.00000"
10799,13,"6.00000",20,"0.15000"
10799,24,"4.50000",20,"0.15000"
10799,59,"55.00000",25,"0.00000"
10800,11,"21.00000",50,"0.10000"
10800,51,"53.00000",10,"0.10000"
10800,54,"7.45000",7,"0.10000"
10801,17,"39.00000",40,"0.25000"
10801,29,"123.79000",20,"0.25000"
10802,30,"25.89000",25,"0.25000"
10802,51,"53.00000",30,"0.25000"
10802,55,"24.00000",60,"0.25000"
10802,62,"49.30000",5,"0.25000"
10803,19,"9.20000",24,"0.05000"
10803,25,"14.00000",15,"0.05000"
10803,59,"55.00000",15,"0.05000"
10804,10,"31.00000",36,"0.00000"
10804,28,"45.60000",24,"0.00000"
10804,49,"20.00000",4,"0.15000"
10805,34,"14.00000",10,"0.00000"
10805,38,"263.50000",10,"0.00000"
10806,2,"19.00000",20,"0.25000"
10806,65,"21.05000",2,"0.00000"
10806,74,"10.00000",15,"0.25000"
10807,40,"18.40000",1,"0.00000"
10808,56,"38.00000",20,"0.15000"
10808,76,"18.00000",50,"0.15000"
10809,52,"7.00000",20,"0.00000"
10810,13,"6.00000",7,"0.00000"
10810,25,"14.00000",5,"0.00000"
10810,70,"15.00000",5,"0.00000"
10811,19,"9.20000",15,"0.00000"
10811,23,"9.00000",18,"0.00000"
10811,40,"18.40000",30,"0.00000"
10812,31,"12.50000",16,"0.10000"
10812,72,"34.80000",40,"0.10000"
10812,77,"13.00000",20,"0.00000"
10813,2,"19.00000",12,"0.20000"
10813,46,"12.00000",35,"0.00000"
10814,41,"9.65000",20,"0.00000"
10814,43,"46.00000",20,"0.15000"
10814,48,"12.75000",8,"0.15000"
10814,61,"28.50000",30,"0.15000"
10815,33,"2.50000",16,"0.00000"
10816,38,"263.50000",30,"0.05000"
10816,62,"49.30000",20,"0.05000"
10817,26,"31.23000",40,"0.15000"
10817,38,"263.50000",30,"0.00000"
10817,40,"18.40000",60,"0.15000"
10817,62,"49.30000",25,"0.15000"
10818,32,"32.00000",20,"0.00000"
10818,41,"9.65000",20,"0.00000"
10819,43,"46.00000",7,"0.00000"
10819,75,"7.75000",20,"0.00000"
10820,56,"38.00000",30,"0.00000"
10821,35,"18.00000",20,"0.00000"
10821,51,"53.00000",6,"0.00000"
10822,62,"49.30000",3,"0.00000"
10822,70,"15.00000",6,"0.00000"
10823,11,"21.00000",20,"0.10000"
10823,57,"19.50000",15,"0.00000"
10823,59,"55.00000",40,"0.10000"
10823,77,"13.00000",15,"0.10000"
10824,41,"9.65000",12,"0.00000"
10824,70,"15.00000",9,"0.00000"
10825,26,"31.23000",12,"0.00000"
10825,53,"32.80000",20,"0.00000"
10826,31,"12.50000",35,"0.00000"
10826,57,"19.50000",15,"0.00000"
10827,10,"31.00000",15,"0.00000"
10827,39,"18.00000",21,"0.00000"
10828,20,"81.00000",5,"0.00000"
10828,38,"263.50000",2,"0.00000"
10829,2,"19.00000",10,"0.00000"
10829,8,"40.00000",20,"0.00000"
10829,13,"6.00000",10,"0.00000"
10829,60,"34.00000",21,"0.00000"
10830,6,"25.00000",6,"0.00000"
10830,39,"18.00000",28,"0.00000"
10830,60,"34.00000",30,"0.00000"
10830,68,"12.50000",24,"0.00000"
10831,19,"9.20000",2,"0.00000"
10831,35,"18.00000",8,"0.00000"
10831,38,"263.50000",8,"0.00000"
10831,43,"46.00000",9,"0.00000"
10832,13,"6.00000",3,"0.20000"
10832,25,"14.00000",10,"0.20000"
10832,44,"19.45000",16,"0.20000"
10832,64,"33.25000",3,"0.00000"
10833,7,"30.00000",20,"0.10000"
10833,31,"12.50000",9,"0.10000"
10833,53,"32.80000",9,"0.10000"
10834,29,"123.79000",8,"0.05000"
10834,30,"25.89000",20,"0.05000"
10835,59,"55.00000",15,"0.00000"
10835,77,"13.00000",2,"0.20000"
10836,22,"21.00000",52,"0.00000"
10836,35,"18.00000",6,"0.00000"
10836,57,"19.50000",24,"0.00000"
10836,60,"34.00000",60,"0.00000"
10836,64,"33.25000",30,"0.00000"
10837,13,"6.00000",6,"0.00000"
10837,40,"18.40000",25,"0.00000"
10837,47,"9.50000",40,"0.25000"
10837,76,"18.00000",21,"0.25000"
10838,1,"18.00000",4,"0.25000"
10838,18,"62.50000",25,"0.25000"
10838,36,"19.00000",50,"0.25000"
10839,58,"13.25000",30,"0.10000"
10839,72,"34.80000",15,"0.10000"
10840,25,"14.00000",6,"0.20000"
10840,39,"18.00000",10,"0.20000"
10841,10,"31.00000",16,"0.00000"
10841,56,"38.00000",30,"0.00000"
10841,59,"55.00000",50,"0.00000"
10841,77,"13.00000",15,"0.00000"
10842,11,"21.00000",15,"0.00000"
10842,43,"46.00000",5,"0.00000"
10842,68,"12.50000",20,"0.00000"
10842,70,"15.00000",12,"0.00000"
10843,51,"53.00000",4,"0.25000"
10844,22,"21.00000",35,"0.00000"
10845,23,"9.00000",70,"0.10000"
10845,35,"18.00000",25,"0.10000"
10845,42,"14.00000",42,"0.10000"
10845,58,"13.25000",60,"0.10000"
10845,64,"33.25000",48,"0.00000"
10846,4,"22.00000",21,"0.00000"
10846,70,"15.00000",30,"0.00000"
10846,74,"10.00000",20,"0.00000"
10847,1,"18.00000",80,"0.20000"
10847,19,"9.20000",12,"0.20000"
10847,37,"26.00000",60,"0.20000"
10847,45,"9.50000",36,"0.20000"
10847,60,"34.00000",45,"0.20000"
10847,71,"21.50000",55,"0.20000"
10848,5,"21.35000",30,"0.00000"
10848,9,"97.00000",3,"0.00000"
10849,3,"10.00000",49,"0.00000"
10849,26,"31.23000",18,"0.15000"
10850,25,"14.00000",20,"0.15000"
10850,33,"2.50000",4,"0.15000"
10850,70,"15.00000",30,"0.15000"
10851,2,"19.00000",5,"0.05000"
10851,25,"14.00000",10,"0.05000"
10851,57,"19.50000",10,"0.05000"
10851,59,"55.00000",42,"0.05000"
10852,2,"19.00000",15,"0.00000"
10852,17,"39.00000",6,"0.00000"
10852,62,"49.30000",50,"0.00000"
10853,18,"62.50000",10,"0.00000"
10854,10,"31.00000",100,"0.15000"
10854,13,"6.00000",65,"0.15000"
10855,16,"17.45000",50,"0.00000"
10855,31,"12.50000",14,"0.00000"
10855,56,"38.00000",24,"0.00000"
10855,65,"21.05000",15,"0.15000"
10856,2,"19.00000",20,"0.00000"
10856,42,"14.00000",20,"0.00000"
10857,3,"10.00000",30,"0.00000"
10857,26,"31.23000",35,"0.25000"
10857,29,"123.79000",10,"0.25000"
10858,7,"30.00000",5,"0.00000"
10858,27,"43.90000",10,"0.00000"
10858,70,"15.00000",4,"0.00000"
10859,24,"4.50000",40,"0.25000"
10859,54,"7.45000",35,"0.25000"
10859,64,"33.25000",30,"0.25000"
10860,51,"53.00000",3,"0.00000"
10860,76,"18.00000",20,"0.00000"
10861,17,"39.00000",42,"0.00000"
10861,18,"62.50000",20,"0.00000"
10861,21,"10.00000",40,"0.00000"
10861,33,"2.50000",35,"0.00000"
10861,62,"49.30000",3,"0.00000"
10862,11,"21.00000",25,"0.00000"
10862,52,"7.00000",8,"0.00000"
10863,1,"18.00000",20,"0.15000"
10863,58,"13.25000",12,"0.15000"
10864,35,"18.00000",4,"0.00000"
10864,67,"14.00000",15,"0.00000"
10865,38,"263.50000",60,"0.05000"
10865,39,"18.00000",80,"0.05000"
10866,2,"19.00000",21,"0.25000"
10866,24,"4.50000",6,"0.25000"
10866,30,"25.89000",40,"0.25000"
10867,53,"32.80000",3,"0.00000"
10868,26,"31.23000",20,"0.00000"
10868,35,"18.00000",30,"0.00000"
10868,49,"20.00000",42,"0.10000"
10869,1,"18.00000",40,"0.00000"
10869,11,"21.00000",10,"0.00000"
10869,23,"9.00000",50,"0.00000"
10869,68,"12.50000",20,"0.00000"
10870,35,"18.00000",3,"0.00000"
10870,51,"53.00000",2,"0.00000"
10871,6,"25.00000",50,"0.05000"
10871,16,"17.45000",12,"0.05000"
10871,17,"39.00000",16,"0.05000"
10872,55,"24.00000",10,"0.05000"
10872,62,"49.30000",20,"0.05000"
10872,64,"33.25000",15,"0.05000"
10872,65,"21.05000",21,"0.05000"
10873,21,"10.00000",20,"0.00000"
10873,28,"45.60000",3,"0.00000"
10874,10,"31.00000",10,"0.00000"
10875,19,"9.20000",25,"0.00000"
10875,47,"9.50000",21,"0.10000"
10875,49,"20.00000",15,"0.00000"
10876,46,"12.00000",21,"0.00000"
10876,64,"33.25000",20,"0.00000"
10877,16,"17.45000",30,"0.25000"
10877,18,"62.50000",25,"0.00000"
10878,20,"81.00000",20,"0.05000"
10879,40,"18.40000",12,"0.00000"
10879,65,"21.05000",10,"0.00000"
10879,76,"18.00000",10,"0.00000"
10880,23,"9.00000",30,"0.20000"
10880,61,"28.50000",30,"0.20000"
10880,70,"15.00000",50,"0.20000"
10881,73,"15.00000",10,"0.00000"
10882,42,"14.00000",25,"0.00000"
10882,49,"20.00000",20,"0.15000"
10882,54,"7.45000",32,"0.15000"
10883,24,"4.50000",8,"0.00000"
10884,21,"10.00000",40,"0.05000"
10884,56,"38.00000",21,"0.05000"
10884,65,"21.05000",12,"0.05000"
10885,2,"19.00000",20,"0.00000"
10885,24,"4.50000",12,"0.00000"
10885,70,"15.00000",30,"0.00000"
10885,77,"13.00000",25,"0.00000"
10886,10,"31.00000",70,"0.00000"
10886,31,"12.50000",35,"0.00000"
10886,77,"13.00000",40,"0.00000"
10887,25,"14.00000",5,"0.00000"
10888,2,"19.00000",20,"0.00000"
10888,68,"12.50000",18,"0.00000"
10889,11,"21.00000",40,"0.00000"
10889,38,"263.50000",40,"0.00000"
10890,17,"39.00000",15,"0.00000"
10890,34,"14.00000",10,"0.00000"
10890,41,"9.65000",14,"0.00000"
10891,30,"25.89000",15,"0.05000"
10892,59,"55.00000",40,"0.05000"
10893,8,"40.00000",30,"0.00000"
10893,24,"4.50000",10,"0.00000"
10893,29,"123.79000",24,"0.00000"
10893,30,"25.89000",35,"0.00000"
10893,36,"19.00000",20,"0.00000"
10894,13,"6.00000",28,"0.05000"
10894,69,"36.00000",50,"0.05000"
10894,75,"7.75000",120,"0.05000"
10895,24,"4.50000",110,"0.00000"
10895,39,"18.00000",45,"0.00000"
10895,40,"18.40000",91,"0.00000"
10895,60,"34.00000",100,"0.00000"
10896,45,"9.50000",15,"0.00000"
10896,56,"38.00000",16,"0.00000"
10897,29,"123.79000",80,"0.00000"
10897,30,"25.89000",36,"0.00000"
10898,13,"6.00000",5,"0.00000"
10899,39,"18.00000",8,"0.15000"
10900,70,"15.00000",3,"0.25000"
10901,41,"9.65000",30,"0.00000"
10901,71,"21.50000",30,"0.00000"
10902,55,"24.00000",30,"0.15000"
10902,62,"49.30000",6,"0.15000"
10903,13,"6.00000",40,"0.00000"
10903,65,"21.05000",21,"0.00000"
10903,68,"12.50000",20,"0.00000"
10904,58,"13.25000",15,"0.00000"
10904,62,"49.30000",35,"0.00000"
10905,1,"18.00000",20,"0.05000"
10906,61,"28.50000",15,"0.00000"
10907,75,"7.75000",14,"0.00000"
10908,7,"30.00000",20,"0.05000"
10908,52,"7.00000",14,"0.05000"
10909,7,"30.00000",12,"0.00000"
10909,16,"17.45000",15,"0.00000"
10909,41,"9.65000",5,"0.00000"
10910,19,"9.20000",12,"0.00000"
10910,49,"20.00000",10,"0.00000"
10910,61,"28.50000",5,"0.00000"
10911,1,"18.00000",10,"0.00000"
10911,17,"39.00000",12,"0.00000"
10911,67,"14.00000",15,"0.00000"
10912,11,"21.00000",40,"0.25000"
10912,29,"123.79000",60,"0.25000"
10913,4,"22.00000",30,"0.25000"
10913,33,"2.50000",40,"0.25000"
10913,58,"13.25000",15,"0.00000"
10914,71,"21.50000",25,"0.00000"
10915,17,"39.00000",10,"0.00000"
10915,33,"2.50000",30,"0.00000"
10915,54,"7.45000",10,"0.00000"
10916,16,"17.45000",6,"0.00000"
10916,32,"32.00000",6,"0.00000"
10916,57,"19.50000",20,"0.00000"
10917,30,"25.89000",1,"0.00000"
10917,60,"34.00000",10,"0.00000"
10918,1,"18.00000",60,"0.25000"
10918,60,"34.00000",25,"0.25000"
10919,16,"17.45000",24,"0.00000"
10919,25,"14.00000",24,"0.00000"
10919,40,"18.40000",20,"0.00000"
10920,50,"16.25000",24,"0.00000"
10921,35,"18.00000",10,"0.00000"
10921,63,"43.90000",40,"0.00000"
10922,17,"39.00000",15,"0.00000"
10922,24,"4.50000",35,"0.00000"
10923,42,"14.00000",10,"0.20000"
10923,43,"46.00000",10,"0.20000"
10923,67,"14.00000",24,"0.20000"
10924,10,"31.00000",20,"0.10000"
10924,28,"45.60000",30,"0.10000"
10924,75,"7.75000",6,"0.00000"
10925,36,"19.00000",25,"0.15000"
10925,52,"7.00000",12,"0.15000"
10926,11,"21.00000",2,"0.00000"
10926,13,"6.00000",10,"0.00000"
10926,19,"9.20000",7,"0.00000"
10926,72,"34.80000",10,"0.00000"
10927,20,"81.00000",5,"0.00000"
10927,52,"7.00000",5,"0.00000"
10927,76,"18.00000",20,"0.00000"
10928,47,"9.50000",5,"0.00000"
10928,76,"18.00000",5,"0.00000"
10929,21,"10.00000",60,"0.00000"
10929,75,"7.75000",49,"0.00000"
10929,77,"13.00000",15,"0.00000"
10930,21,"10.00000",36,"0.00000"
10930,27,"43.90000",25,"0.00000"
10930,55,"24.00000",25,"0.20000"
10930,58,"13.25000",30,"0.20000"
10931,13,"6.00000",42,"0.15000"
10931,57,"19.50000",30,"0.00000"
10932,16,"17.45000",30,"0.10000"
10932,62,"49.30000",14,"0.10000"
10932,72,"34.80000",16,"0.00000"
10932,75,"7.75000",20,"0.10000"
10933,53,"32.80000",2,"0.00000"
10933,61,"28.50000",30,"0.00000"
10934,6,"25.00000",20,"0.00000"
10935,1,"18.00000",21,"0.00000"
10935,18,"62.50000",4,"0.25000"
10935,23,"9.00000",8,"0.25000"
10936,36,"19.00000",30,"0.20000"
10937,28,"45.60000",8,"0.00000"
10937,34,"14.00000",20,"0.00000"
10938,13,"6.00000",20,"0.25000"
10938,43,"46.00000",24,"0.25000"
10938,60,"34.00000",49,"0.25000"
10938,71,"21.50000",35,"0.25000"
10939,2,"19.00000",10,"0.15000"
10939,67,"14.00000",40,"0.15000"
10940,7,"30.00000",8,"0.00000"
10940,13,"6.00000",20,"0.00000"
10941,31,"12.50000",44,"0.25000"
10941,62,"49.30000",30,"0.25000"
10941,68,"12.50000",80,"0.25000"
10941,72,"34.80000",50,"0.00000"
10942,49,"20.00000",28,"0.00000"
10943,13,"6.00000",15,"0.00000"
10943,22,"21.00000",21,"0.00000"
10943,46,"12.00000",15,"0.00000"
10944,11,"21.00000",5,"0.25000"
10944,44,"19.45000",18,"0.25000"
10944,56,"38.00000",18,"0.00000"
10945,13,"6.00000",20,"0.00000"
10945,31,"12.50000",10,"0.00000"
10946,10,"31.00000",25,"0.00000"
10946,24,"4.50000",25,"0.00000"
10946,77,"13.00000",40,"0.00000"
10947,59,"55.00000",4,"0.00000"
10948,50,"16.25000",9,"0.00000"
10948,51,"53.00000",40,"0.00000"
10948,55,"24.00000",4,"0.00000"
10949,6,"25.00000",12,"0.00000"
10949,10,"31.00000",30,"0.00000"
10949,17,"39.00000",6,"0.00000"
10949,62,"49.30000",60,"0.00000"
10950,4,"22.00000",5,"0.00000"
10951,33,"2.50000",15,"0.05000"
10951,41,"9.65000",6,"0.05000"
10951,75,"7.75000",50,"0.05000"
10952,6,"25.00000",16,"0.05000"
10952,28,"45.60000",2,"0.00000"
10953,20,"81.00000",50,"0.05000"
10953,31,"12.50000",50,"0.05000"
10954,16,"17.45000",28,"0.15000"
10954,31,"12.50000",25,"0.15000"
10954,45,"9.50000",30,"0.00000"
10954,60,"34.00000",24,"0.15000"
10955,75,"7.75000",12,"0.20000"
10956,21,"10.00000",12,"0.00000"
10956,47,"9.50000",14,"0.00000"
10956,51,"53.00000",8,"0.00000"
10957,30,"25.89000",30,"0.00000"
10957,35,"18.00000",40,"0.00000"
10957,64,"33.25000",8,"0.00000"
10958,5,"21.35000",20,"0.00000"
10958,7,"30.00000",6,"0.00000"
10958,72,"34.80000",5,"0.00000"
10959,75,"7.75000",20,"0.15000"
10960,24,"4.50000",10,"0.25000"
10960,41,"9.65000",24,"0.00000"
10961,52,"7.00000",6,"0.05000"
10961,76,"18.00000",60,"0.00000"
10962,7,"30.00000",45,"0.00000"
10962,13,"6.00000",77,"0.00000"
10962,53,"32.80000",20,"0.00000"
10962,69,"36.00000",9,"0.00000"
10962,76,"18.00000",44,"0.00000"
10963,60,"34.00000",2,"0.15000"
10964,18,"62.50000",6,"0.00000"
10964,38,"263.50000",5,"0.00000"
10964,69,"36.00000",10,"0.00000"
10965,51,"53.00000",16,"0.00000"
10966,37,"26.00000",8,"0.00000"
10966,56,"38.00000",12,"0.15000"
10966,62,"49.30000",12,"0.15000"
10967,19,"9.20000",12,"0.00000"
10967,49,"20.00000",40,"0.00000"
10968,12,"38.00000",30,"0.00000"
10968,24,"4.50000",30,"0.00000"
10968,64,"33.25000",4,"0.00000"
10969,46,"12.00000",9,"0.00000"
10970,52,"7.00000",40,"0.20000"
10971,29,"123.79000",14,"0.00000"
10972,17,"39.00000",6,"0.00000"
10972,33,"2.50000",7,"0.00000"
10973,26,"31.23000",5,"0.00000"
10973,41,"9.65000",6,"0.00000"
10973,75,"7.75000",10,"0.00000"
10974,63,"43.90000",10,"0.00000"
10975,8,"40.00000",16,"0.00000"
10975,75,"7.75000",10,"0.00000"
10976,28,"45.60000",20,"0.00000"
10977,39,"18.00000",30,"0.00000"
10977,47,"9.50000",30,"0.00000"
10977,51,"53.00000",10,"0.00000"
10977,63,"43.90000",20,"0.00000"
10978,8,"40.00000",20,"0.15000"
10978,21,"10.00000",40,"0.15000"
10978,40,"18.40000",10,"0.00000"
10978,44,"19.45000",6,"0.15000"
10979,7,"30.00000",18,"0.00000"
10979,12,"38.00000",20,"0.00000"
10979,24,"4.50000",80,"0.00000"
10979,27,"43.90000",30,"0.00000"
10979,31,"12.50000",24,"0.00000"
10979,63,"43.90000",35,"0.00000"
10980,75,"7.75000",40,"0.20000"
10981,38,"263.50000",60,"0.00000"
10982,7,"30.00000",20,"0.00000"
10982,43,"46.00000",9,"0.00000"
10983,13,"6.00000",84,"0.15000"
10983,57,"19.50000",15,"0.00000"
10984,16,"17.45000",55,"0.00000"
10984,24,"4.50000",20,"0.00000"
10984,36,"19.00000",40,"0.00000"
10985,16,"17.45000",36,"0.10000"
10985,18,"62.50000",8,"0.10000"
10985,32,"32.00000",35,"0.10000"
10986,11,"21.00000",30,"0.00000"
10986,20,"81.00000",15,"0.00000"
10986,76,"18.00000",10,"0.00000"
10986,77,"13.00000",15,"0.00000"
10987,7,"30.00000",60,"0.00000"
10987,43,"46.00000",6,"0.00000"
10987,72,"34.80000",20,"0.00000"
10988,7,"30.00000",60,"0.00000"
10988,62,"49.30000",40,"0.10000"
10989,6,"25.00000",40,"0.00000"
10989,11,"21.00000",15,"0.00000"
10989,41,"9.65000",4,"0.00000"
10990,21,"10.00000",65,"0.00000"
10990,34,"14.00000",60,"0.15000"
10990,55,"24.00000",65,"0.15000"
10990,61,"28.50000",66,"0.15000"
10991,2,"19.00000",50,"0.20000"
10991,70,"15.00000",20,"0.20000"
10991,76,"18.00000",90,"0.20000"
10992,72,"34.80000",2,"0.00000"
10993,29,"123.79000",50,"0.25000"
10993,41,"9.65000",35,"0.25000"
10994,59,"55.00000",18,"0.05000"
10995,51,"53.00000",20,"0.00000"
10995,60,"34.00000",4,"0.00000"
10996,42,"14.00000",40,"0.00000"
10997,32,"32.00000",50,"0.00000"
10997,46,"12.00000",20,"0.25000"
10997,52,"7.00000",20,"0.25000"
10998,24,"4.50000",12,"0.00000"
10998,61,"28.50000",7,"0.00000"
10998,74,"10.00000",20,"0.00000"
10998,75,"7.75000",30,"0.00000"
10999,41,"9.65000",20,"0.05000"
10999,51,"53.00000",15,"0.05000"
10999,77,"13.00000",21,"0.05000"
11000,4,"22.00000",25,"0.25000"
11000,24,"4.50000",30,"0.25000"
11000,77,"13.00000",30,"0.00000"
11001,7,"30.00000",60,"0.00000"
11001,22,"21.00000",25,"0.00000"
11001,46,"12.00000",25,"0.00000"
11001,55,"24.00000",6,"0.00000"
11002,13,"6.00000",56,"0.00000"
11002,35,"18.00000",15,"0.15000"
11002,42,"14.00000",24,"0.15000"
11002,55,"24.00000",40,"0.00000"
11003,1,"18.00000",4,"0.00000"
11003,40,"18.40000",10,"0.00000"
11003,52,"7.00000",10,"0.00000"
11004,26,"31.23000",6,"0.00000"
11004,76,"18.00000",6,"0.00000"
11005,1,"18.00000",2,"0.00000"
11005,59,"55.00000",10,"0.00000"
11006,1,"18.00000",8,"0.00000"
11006,29,"123.79000",2,"0.25000"
11007,8,"40.00000",30,"0.00000"
11007,29,"123.79000",10,"0.00000"
11007,42,"14.00000",14,"0.00000"
11008,28,"45.60000",70,"0.05000"
11008,34,"14.00000",90,"0.05000"
11008,71,"21.50000",21,"0.00000"
11009,24,"4.50000",12,"0.00000"
11009,36,"19.00000",18,"0.25000"
11009,60,"34.00000",9,"0.00000"
11010,7,"30.00000",20,"0.00000"
11010,24,"4.50000",10,"0.00000"
11011,58,"13.25000",40,"0.05000"
11011,71,"21.50000",20,"0.00000"
11012,19,"9.20000",50,"0.05000"
11012,60,"34.00000",36,"0.05000"
11012,71,"21.50000",60,"0.05000"
11013,23,"9.00000",10,"0.00000"
11013,42,"14.00000",4,"0.00000"
11013,45,"9.50000",20,"0.00000"
11013,68,"12.50000",2,"0.00000"
11014,41,"9.65000",28,"0.10000"
11015,30,"25.89000",15,"0.00000"
11015,77,"13.00000",18,"0.00000"
11016,31,"12.50000",15,"0.00000"
11016,36,"19.00000",16,"0.00000"
11017,3,"10.00000",25,"0.00000"
11017,59,"55.00000",110,"0.00000"
11017,70,"15.00000",30,"0.00000"
11018,12,"38.00000",20,"0.00000"
11018,18,"62.50000",10,"0.00000"
11018,56,"38.00000",5,"0.00000"
11019,46,"12.00000",3,"0.00000"
11019,49,"20.00000",2,"0.00000"
11020,10,"31.00000",24,"0.15000"
11021,2,"19.00000",11,"0.25000"
11021,20,"81.00000",15,"0.00000"
11021,26,"31.23000",63,"0.00000"
11021,51,"53.00000",44,"0.25000"
11021,72,"34.80000",35,"0.00000"
11022,19,"9.20000",35,"0.00000"
11022,69,"36.00000",30,"0.00000"
11023,7,"30.00000",4,"0.00000"
11023,43,"46.00000",30,"0.00000"
11024,26,"31.23000",12,"0.00000"
11024,33,"2.50000",30,"0.00000"
11024,65,"21.05000",21,"0.00000"
11024,71,"21.50000",50,"0.00000"
11025,1,"18.00000",10,"0.10000"
11025,13,"6.00000",20,"0.10000"
11026,18,"62.50000",8,"0.00000"
11026,51,"53.00000",10,"0.00000"
11027,24,"4.50000",30,"0.25000"
11027,62,"49.30000",21,"0.25000"
11028,55,"24.00000",35,"0.00000"
11028,59,"55.00000",24,"0.00000"
11029,56,"38.00000",20,"0.00000"
11029,63,"43.90000",12,"0.00000"
11030,2,"19.00000",100,"0.25000"
11030,5,"21.35000",70,"0.00000"
11030,29,"123.79000",60,"0.25000"
11030,59,"55.00000",100,"0.25000"
11031,1,"18.00000",45,"0.00000"
11031,13,"6.00000",80,"0.00000"
11031,24,"4.50000",21,"0.00000"
11031,64,"33.25000",20,"0.00000"
11031,71,"21.50000",16,"0.00000"
11032,36,"19.00000",35,"0.00000"
11032,38,"263.50000",25,"0.00000"
11032,59,"55.00000",30,"0.00000"
11033,53,"32.80000",70,"0.10000"
11033,69,"36.00000",36,"0.10000"
11034,21,"10.00000",15,"0.10000"
11034,44,"19.45000",12,"0.00000"
11034,61,"28.50000",6,"0.00000"
11035,1,"18.00000",10,"0.00000"
11035,35,"18.00000",60,"0.00000"
11035,42,"14.00000",30,"0.00000"
11035,54,"7.45000",10,"0.00000"
11036,13,"6.00000",7,"0.00000"
11036,59,"55.00000",30,"0.00000"
11037,70,"15.00000",4,"0.00000"
11038,40,"18.40000",5,"0.20000"
11038,52,"7.00000",2,"0.00000"
11038,71,"21.50000",30,"0.00000"
11039,28,"45.60000",20,"0.00000"
11039,35,"18.00000",24,"0.00000"
11039,49,"20.00000",60,"0.00000"
11039,57,"19.50000",28,"0.00000"
11040,21,"10.00000",20,"0.00000"
11041,2,"19.00000",30,"0.20000"
11041,63,"43.90000",30,"0.00000"
11042,44,"19.45000",15,"0.00000"
11042,61,"28.50000",4,"0.00000"
11043,11,"21.00000",10,"0.00000"
11044,62,"49.30000",12,"0.00000"
11045,33,"2.50000",15,"0.00000"
11045,51,"53.00000",24,"0.00000"
11046,12,"38.00000",20,"0.05000"
11046,32,"32.00000",15,"0.05000"
11046,35,"18.00000",18,"0.05000"
11047,1,"18.00000",25,"0.25000"
11047,5,"21.35000",30,"0.25000"
11048,68,"12.50000",42,"0.00000"
11049,2,"19.00000",10,"0.20000"
11049,12,"38.00000",4,"0.20000"
11050,76,"18.00000",50,"0.10000"
11051,24,"4.50000",10,"0.20000"
11052,43,"46.00000",30,"0.20000"
11052,61,"28.50000",10,"0.20000"
11053,18,"62.50000",35,"0.20000"
11053,32,"32.00000",20,"0.00000"
11053,64,"33.25000",25,"0.20000"
11054,33,"2.50000",10,"0.00000"
11054,67,"14.00000",20,"0.00000"
11055,24,"4.50000",15,"0.00000"
11055,25,"14.00000",15,"0.00000"
11055,51,"53.00000",20,"0.00000"
11055,57,"19.50000",20,"0.00000"
11056,7,"30.00000",40,"0.00000"
11056,55,"24.00000",35,"0.00000"
11056,60,"34.00000",50,"0.00000"
11057,70,"15.00000",3,"0.00000"
11058,21,"10.00000",3,"0.00000"
11058,60,"34.00000",21,"0.00000"
11058,61,"28.50000",4,"0.00000"
11059,13,"6.00000",30,"0.00000"
11059,17,"39.00000",12,"0.00000"
11059,60,"34.00000",35,"0.00000"
11060,60,"34.00000",4,"0.00000"
11060,77,"13.00000",10,"0.00000"
11061,60,"34.00000",15,"0.00000"
11062,53,"32.80000",10,"0.20000"
11062,70,"15.00000",12,"0.20000"
